FundID,ISIN,CUSIP,Ticker,SEDOL,Currency,Country Restriction,Trade Country,IDENTIFIER,CIN,SSC_ASSET_ID,ROUND LOT,TIP FACTOR,PAR,INTEREST RATE,MATURITY DATE,FUND TICKER,FUND NAME,BASKET DATE,CORPORATE ACTION FACTOR,INTEREST FACTOR,SUPPRESSPRICE,SUPPLEMENTAL_ID_1,SUPPLEMENTAL_ID_2,RIC,BBG,DERIV_TYPE,Basket Shares
HRT9,,,PG,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PG..C167-5.20260320,,PG    260320C00167500,PG US 03/20/26 C167.5 EQUITY,OP,0.0
HRVP,,,PH,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PH..C1030.20260320,,PH    260320C01030000,PH US 03/20/26 C1030 EQUITY,OP,0.0
HRTG,,,PLD,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PLD..C145.20260320,,PLD   260320C00145000,PLD US 03/20/26 C145 EQUITY,OP,0.0
HRV5,,,PLTR,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PLTR..C150.20260227,,PLTR  260227C00150000,PLTR US 02/27/26 C150 EQUITY,OP,0.0
HRV5,,,PLTR,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PLTR..C140.20260306,,PLTR  260306C00140000,PLTR US 03/06/26 C140 EQUITY,OP,0.0
HRV5,,,PLTR,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PLTR..C140.20260313,,PLTR  260313C00140000,PLTR US 03/13/26 C140 EQUITY,OP,0.0
HRQP,,,PLTR,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PLTR..C135.20260320,,PLTR  260320C00135000,PLTR US 03/20/26 C135 EQUITY,OP,0.0
HRV5,,,PLTR,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PLTR..C140.20260320,,PLTR  260320C00140000,PLTR US 03/20/26 C140 EQUITY,OP,0.0
HRV5,,,PLTR,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PLTR..C140.20260327,,PLTR  260327C00140000,PLTR US 03/27/26 C140 EQUITY,OP,0.0
HRTP,,,PNC,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PNC..C225.20260320,,PNC   260320C00225000,PNC US 03/20/26 C225 EQUITY,OP,0.0
HRTM,,,PNW,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PNW..C100.20260320,,PNW   260320C00100000,PNW US 03/20/26 C100 EQUITY,OP,0.0
HRQA,,,POW,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.POW..C67.20260320,,POW   260320C00067000,POW CN 03/20/26 C67. EQUITY,OP,0.0
HRQM,,,POW,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.POW..C67.20260320,,POW   260320C00067000,POW CN 03/20/26 C67. EQUITY,OP,0.0
HRQA,,,PPL,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.PPL..C60.20260320,,PPL   260320C00060000,PPL CN 03/20/26 C60. EQUITY,OP,0.0
HRQM,,,PPL,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.PPL..C60.20260320,,PPL   260320C00060000,PPL CN 03/20/26 C60. EQUITY,OP,0.0
HRT0,,,PPL,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.PPL..C61.20260320,,PPL   260320C00061000,PPL CN 03/20/26 C61. EQUITY,OP,0.0
HRTM,,,PPL,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.PPL..C61.20260320,,PPL   260320C00061000,PPL CN 03/20/26 C61. EQUITY,OP,0.0
HRTG,,,PSA,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PSA..C310.20260320,,PSA   260320C00310000,PSA US 03/20/26 C310 EQUITY,OP,0.0
HRTG,DE000F2EZRD6,,PSPN,,CHF,N,CH,,,,,,,,,,,,,,,EO.CH.SX.PSPN..C166.20260320,,PSPN  260320C00166000,PSPN SW 03/20/26 C166 EQUITY,OP,0.0
HRT0,,,PSX,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PSX..C155.20260320,,PSX   260320C00155000,PSX US 03/20/26 C155 EQUITY,OP,0.0
HRQM,,,QSR,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.QSR..C95.20260320,,QSR   260320C00095000,QSR CN 03/20/26 C95. EQUITY,OP,0.0
HRQA,,,QSR,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.QSR..C96.20260320,,QSR   260320C00096000,QSR CN 03/20/26 C96. EQUITY,OP,0.0
HRQM,,,RBA,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RBA..C145.20260320,,RBA   260320C00145000,RBA CN 03/20/26 C145. EQUITY,OP,0.0
HRQA,,,RCI,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RCI..C54.20260320.B,,RCI   260320C00054000,RCI CN 03/20/26 C54 EQUITY,OP,0.0
HRTM,,,RCI,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RCI..C55.20260320.B,,RCI   260320C00055000,RCI CN 03/20/26 C55 EQUITY,OP,0.0
HRVG,,,RCL,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RCL..C307-5.20260320,,RCL   260320C00307500,RCL US 03/20/26 C307.5 EQUITY,OP,0.0
HRQ6,,,RDDT,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RDDT..C150.20260306,,RDDT  260306C00150000,RDDT US 03/06/26 C150 EQUITY,OP,0.0
HRQP,,,RDDT,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RDDT..C150.20260320,,RDDT  260320C00150000,RDDT US 03/20/26 C150 EQUITY,OP,0.0
HRQ6,,,RDDT,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RDDT..C155.20260320,,RDDT  260320C00155000,RDDT US 03/20/26 C155 EQUITY,OP,0.0
HRTH,,,REGN,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.REGN..C790.20260320,,REGN  260320C00790000,REGN US 03/20/26 C790 EQUITY,OP,0.0
HRTP,,,RF,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RF..C29.20260320,,RF    260320C00029000,RF US 03/20/26 C29 EQUITY,OP,0.0
HRVG,,,RHP,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RHP..C105.20260320,,RHP   260320C00105000,RHP US 03/20/26 C105 EQUITY,OP,0.0
HRQL,,,RIOT,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RIOT..C17.20260320,,RIOT  260320C00017000,RIOT US 03/20/26 C17 EQUITY,OP,0.0
HRVG,,,RRR,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RRR..C64.20260320,,RRR   260320C00064000,RRR US 03/20/26 C64 EQUITY,OP,0.0
HRVP,,,RSG,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RSG..C230.20260320,,RSG   260320C00230000,RSG US 03/20/26 C230 EQUITY,OP,0.0
HRVP,,,RTX,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RTX..C205.20260320,,RTX   260320C00205000,RTX US 03/20/26 C205 EQUITY,OP,0.0
HRQA,,,RY,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RY..C238.20260320,,RY    260320C00238000,RY CN 03/20/26 C238. EQUITY,OP,0.0
HRQM,,,RY,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RY..C238.20260320,,RY    260320C00238000,RY CN 03/20/26 C238. EQUITY,OP,0.0
HRQ1,,,RY,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RY..C238.20260320,,RY    260320C00238000,RY CN 03/20/26 C238. EQUITY,OP,0.0
HRQU,,,RY,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RY..C238.20260320,,RY    260320C00238000,RY CN 03/20/26 C238. EQUITY,OP,0.0
HRCJ,,,RY,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RY..C244.20260320,,RY    260320C00244000,RY CN 03/20/26 C244. EQUITY,OP,0.0
HRTM,DE000F2CLWT6,,SCMN,,CHF,N,CH,,,,,,,,,,,,,,,EO.CH.SX.SCMN..C730.20260320,,SCMN  260320C00730000,SCMN SW 03/20/26 C730 EQUITY,OP,0.0
HRT0,,,SHEL,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.SHEL..C81.20260320.A,,SHEL  260320C00081000,SHEL US 03/20/26 C81 EQUITY,OP,0.0
HRT9,,,SHEL,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.SHEL..C81.20260320.A,,SHEL  260320C00081000,SHEL US 03/20/26 C81 EQUITY,OP,0.0
HRQV,,,SHOP,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.SHOP..C160.20260320,,SHOP  260320C00160000,SHOP CN 03/20/26 C160. EQUITY,OP,0.0
HRQ1,,,SHOP,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.SHOP..C180.20260320,,SHOP  260320C00180000,SHOP CN 03/20/26 C180. EQUITY,OP,0.0
HRQV,,,SHOP,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.SHOP..C180.20260320,,SHOP  260320C00180000,SHOP CN 03/20/26 C180. EQUITY,OP,0.0
HRVG,,,SKYW,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.SKYW..C105.20260320,,SKYW  260320C00105000,SKYW US 03/20/26 C105 EQUITY,OP,0.0
HRT0,,,SLB,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.SLB..C52.20260320,,SLB   260320C00052000,SLB US 03/20/26 C52 EQUITY,OP,0.0
HRQA,,,SLF,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.SLF..C92.20260320,,SLF   260320C00092000,SLF CN 03/20/26 C92. EQUITY,OP,0.0
HRQM,,,SLF,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.SLF..C92.20260320,,SLF   260320C00092000,SLF CN 03/20/26 C92. EQUITY,OP,0.0
HRQ7,,,SOFI,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.SOFI..C22.20260306,,SOFI  260306C00022000,SOFI US 03/06/26 C22 EQUITY,OP,0.0
HRQP,,,SOFI,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.SOFI..C20.20260320,,SOFI  260320C00020000,SOFI US 03/20/26 C20 EQUITY,OP,0.0
HRQ7,,,SOFI,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.SOFI..C20.20260320,,SOFI  260320C00020000,SOFI US 03/20/26 C20 EQUITY,OP,0.0
HRTG,,,SPG,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.SPG..C200.20260320,,SPG   260320C00200000,SPG US 03/20/26 C200 EQUITY,OP,0.0
HRCL,,,SPY,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.SPY..P620.20261218,,SPY   261218P00620000,SPY US 12/18/26 P620 EQUITY,OP,0.0
HRTG,,,STAG,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.STAG..C40.20260320,,STAG  260320C00040000,STAG US 03/20/26 C40 EQUITY,OP,0.0
HRQM,,,STN,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.STN..C125.20260320,,STN   260320C00125000,STN CN 03/20/26 C125. EQUITY,OP,0.0
HR21,,,STX,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.STX..C420.20260320,,STX   260320C00420000,STX US 03/20/26 C420 EQUITY,OP,0.0
HRQX,,,SU,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.SU..C77.20260320,,SU    260320C00077000,SU CN 03/20/26 C77. EQUITY,OP,0.0
HRT0,,,SU,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.SU..C78.20260320,,SU    260320C00078000,SU CN 03/20/26 C78. EQUITY,OP,0.0
HRQA,,,SU,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.SU..C78.20260320,,SU    260320C00078000,SU CN 03/20/26 C78. EQUITY,OP,0.0
HRQ1,,,SU,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.SU..C78.20260320,,SU    260320C00078000,SU CN 03/20/26 C78. EQUITY,OP,0.0
HRQM,,,SU,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.SU..C79.20260320,,SU    260320C00079000,SU CN 03/20/26 C79. EQUITY,OP,0.0
HRVG,,,SUI,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.SUI..C135.20260320,,SUI   260320C00135000,SUI US 03/20/26 C135 EQUITY,OP,0.0
HRTM,GB00N920H856,,SVT,,GBP,N,GB,,,,,,,,,,,,,,,EO.GB.L.SVT..C3225.20260320,,SVT   260320C03225000,SVT LN 03/20/26 C3225. EQUITY,OP,0.0
HRTH,,,SYK,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.SYK..C390.20260320,,SYK   260320C00390000,SYK US 03/20/26 C390 EQUITY,OP,0.0
HRQM,,,T,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.T..C19.20260320,,T     260320C00019000,T CN 03/20/26 C19. EQUITY,OP,0.0
HRQZ,,,T,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.T..C19.20260320,,T     260320C00019000,T CN 03/20/26 C19. EQUITY,OP,0.0
HRQ1,,,T,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.T..C19.20260320,,T     260320C00019000,T CN 03/20/26 C19. EQUITY,OP,0.0
HRTM,,,T,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.T..C29.20260320,,T     260320C00029000,T US 03/20/26 C29 EQUITY,OP,0.0
HRQM,,,TD,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.TD..C134.20260320,,TD    260320C00134000,TD CN 03/20/26 C134. EQUITY,OP,0.0
HRQW,,,TD,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.TD..C134.20260320,,TD    260320C00134000,TD CN 03/20/26 C134. EQUITY,OP,0.0
HRQA,,,TD,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.TD..C135.20260320,,TD    260320C00135000,TD CN 03/20/26 C135. EQUITY,OP,0.0
HRQ1,,,TD,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.TD..C135.20260320,,TD    260320C00135000,TD CN 03/20/26 C135. EQUITY,OP,0.0
HRCJ,,,TD,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.TD..C138.20260320,,TD    260320C00138000,TD CN 03/20/26 C138. EQUITY,OP,0.0
HRTP,,,TFC,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.TFC..C52-5.20260320,,TFC   260320C00052500,TFC US 03/20/26 C52.5 EQUITY,OP,0.0
HRTM,SE0027129719,,TLSN,,SEK,N,SE,,,,,,,,,,,,,,,EO.SE.ST.TLSN..C47.20260320,,TLSN  260320C00047000,TLSN SS 03/20/26 C47 EQUITY,OP,0.0
HRAS,,,TLT,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.TLT..C90.20260313,,TLT   260313C00090000,TLT US 03/13/26 C90 EQUITY,OP,0.0
HRAS,,,TLT,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.TLT..C90.20260320,,TLT   260320C00090000,TLT US 03/20/26 C90 EQUITY,OP,0.0
HRTH,,,TMO,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.TMO..C515.20260320,,TMO   260320C00515000,TMO US 03/20/26 C515 EQUITY,OP,0.0
HRQM,,,TOU,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.TOU..C65.20260320,,TOU   260320C00065000,TOU CN 03/20/26 C65. EQUITY,OP,0.0
HRQM,,,TRI,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.TRI..C120.20260320,,TRI   260320C00120000,TRI CN 03/20/26 C120. EQUITY,OP,0.0
HRT0,,,TRP,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.TRP..C87.20260320,,TRP   260320C00087000,TRP CN 03/20/26 C87. EQUITY,OP,0.0
HRQA,,,TRP,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.TRP..C87.20260320,,TRP   260320C00087000,TRP CN 03/20/26 C87. EQUITY,OP,0.0
HRQM,,,TRP,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.TRP..C87.20260320,,TRP   260320C00087000,TRP CN 03/20/26 C87. EQUITY,OP,0.0
HRTM,,,TRP,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.TRP..C88.20260320,,TRP   260320C00088000,TRP CN 03/20/26 C88. EQUITY,OP,0.0
HRV1,,,TSLA,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.TSLA..C440.20260227,,TSLA  260227C00440000,TSLA US 02/27/26 C440 EQUITY,OP,0.0
HRV1,,,TSLA,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.TSLA..C420.20260306,,TSLA  260306C00420000,TSLA US 03/06/26 C420 EQUITY,OP,0.0
HRV1,,,TSLA,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.TSLA..C430.20260313,,TSLA  260313C00430000,TSLA US 03/13/26 C430 EQUITY,OP,0.0
HRV1,,,TSLA,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.TSLA..C415.20260320,,TSLA  260320C00415000,TSLA US 03/20/26 C415 EQUITY,OP,0.0
HRQP,,,TSLA,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.TSLA..C420.20260320,,TSLA  260320C00420000,TSLA US 03/20/26 C420 EQUITY,OP,0.0
HRV1,,,TSLA,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.TSLA..C410.20260327,,TSLA  260327C00410000,TSLA US 03/27/26 C410 EQUITY,OP,0.0
HRT0,,,TTE,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.TTE..C80.20260320,,TTE   260320C00080000,TTE US 03/20/26 C80 EQUITY,OP,0.0
HR21,,,TXN,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.TXN..C222-5.20260320,,TXN   260320C00222500,TXN US 03/20/26 C222.5 EQUITY,OP,0.0
HRVP,,,TXT,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.TXT..C100.20260320,,TXT   260320C00100000,TXT US 03/20/26 C100 EQUITY,OP,0.0
HRVG,,,UAL,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.UAL..C108.20260320,,UAL   260320C00108000,UAL US 03/20/26 C108 EQUITY,OP,0.0
HRVP,,,UBER,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.UBER..C73.20260320,,UBER  260320C00073000,UBER US 03/20/26 C73 EQUITY,OP,0.0
HRTH,,,UNH,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.UNH..C285.20260320,,UNH   260320C00285000,UNH US 03/20/26 C285 EQUITY,OP,0.0
HRT9,,,UNH,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.UNH..C285.20260320,,UNH   260320C00285000,UNH US 03/20/26 C285 EQUITY,OP,0.0
HRVP,,,UNP,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.UNP..C267-5.20260320,,UNP   260320C00267500,UNP US 03/20/26 C267.5 EQUITY,OP,0.0
HRVP,,,UPS,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.UPS..C117.20260320,,UPS   260320C00117000,UPS US 03/20/26 C117 EQUITY,OP,0.0
HRVP,,,URI,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.URI..C900.20260320,,URI   260320C00900000,URI US 03/20/26 C900 EQUITY,OP,0.0
HRTP,,,USB,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.USB..C57.20260320,,USB   260320C00057000,USB US 03/20/26 C57 EQUITY,OP,0.0
HRTM,GB00N5XFH475,,UUL,,GBP,N,GB,,,,,,,,,,,,,,,EO.GB.L.UUL..C1400.20260320,,UUL   260320C01400000,UUL LN 03/20/26 C1400. EQUITY,OP,0.0
HRT9,,,V,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.V..C315.20260320,,V     260320C00315000,V US 03/20/26 C315 EQUITY,OP,0.0
HRTM,DE000F2FGXT7,,VER,,EUR,N,DE,,,,,,,,,,,,,,,EO.DE.DE.VER..C61.20260320,,VER   260320C00061000,VER GR 03/20/26 C61 EQUITY,OP,0.0
HRTM,FREX02399720,,VI1,,EUR,N,FR,,,,,,,,,,,,,,,EO.FR.PA.VI1..C36.20260320,,VI1   260320C00036000,VI1 FP 03/20/26 C36 EQUITY,OP,0.0
HRVG,,,VIK,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.VIK..C80.20260320,,VIK   260320C00080000,VIK US 03/20/26 C80 EQUITY,OP,0.0
HRT0,,,VLO,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.VLO..C200.20260320,,VLO   260320C00200000,VLO US 03/20/26 C200 EQUITY,OP,0.0
HRTM,GB00N91R0225,,VOD,,GBP,N,GB,,,,,,,,,,,,,,,EO.GB.L.VOD..C118.20260320,,VOD   260320C00118000,VOD LN 03/20/26 C118. EQUITY,OP,0.0
HRT9,,,VZ,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.VZ..C51.20260320,,VZ    260320C00051000,VZ US 03/20/26 C51 EQUITY,OP,0.0
HRQM,,,WCN,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.WCN..C225.20260320,,WCN   260320C00225000,WCN CN 03/20/26 C225. EQUITY,OP,0.0
HRT9,,,WFC,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.WFC..C86.20260320,,WFC   260320C00086000,WFC US 03/20/26 C86 EQUITY,OP,0.0
HRTP,,,WFC,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.WFC..C86.20260320,,WFC   260320C00086000,WFC US 03/20/26 C86 EQUITY,OP,0.0
HRVG,,,WH,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.WH..C85.20260320,,WH    260320C00085000,WH US 03/20/26 C85 EQUITY,OP,0.0
HRCL,,,WMT,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.WMT..C134.20260306,,WMT   260306C00134000,WMT US 03/06/26 C134 EQUITY,OP,0.0
HRT9,,,WMT,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.WMT..C127.20260320,,WMT   260320C00127000,WMT US 03/20/26 C127 EQUITY,OP,0.0
HRCL,,,WMT,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.WMT..C133.20260320,,WMT   260320C00133000,WMT US 03/20/26 C133 EQUITY,OP,0.0
HRQM,,,WN,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.WN..C105.20260320,,WN    260320C00105000,WN CN 03/20/26 C105. EQUITY,OP,0.0
HRQM,,,WPM,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.WPM..C210.20260320,,WPM   260320C00210000,WPM CN 03/20/26 C210. EQUITY,OP,0.0
HRQM,,,WSP,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.WSP..C230.20260320,,WSP   260320C00230000,WSP CN 03/20/26 C230. EQUITY,OP,0.0
HRQL,,,WULF,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.WULF..C16.20260320,,WULF  260320C00016000,WULF US 03/20/26 C16 EQUITY,OP,0.0
HRVG,,,WYNN,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.WYNN..C107.20260320,,WYNN  260320C00107000,WYNN US 03/20/26 C107 EQUITY,OP,0.0
HRQM,,,X,,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.X..C48.20260320,,X     260320C00048000,X CN 03/20/26 C48. EQUITY,OP,0.0
HRCL,,,XOM,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.XOM..C160.20260306,,XOM   260306C00160000,XOM US 03/06/26 C160 EQUITY,OP,0.0
HRT0,,,XOM,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.XOM..C152-5.20260320,,XOM   260320C00152500,XOM US 03/20/26 C152.5 EQUITY,OP,0.0
HRCL,,,XOM,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.XOM..C160.20260320,,XOM   260320C00160000,XOM US 03/20/26 C160 EQUITY,OP,0.0
HRA7,,,XYZ,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.XYZ..C58.20260306,,XYZ   260306C00058000,XYZ US 03/06/26 C58 EQUITY,OP,0.0
HRA7,,,XYZ,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.XYZ..C53.20260313,,XYZ   260313C00053000,XYZ US 03/13/26 C53 EQUITY,OP,0.0
HRQL,,,XYZ,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.XYZ..C55.20260320,,XYZ   260320C00055000,XYZ US 03/20/26 C55 EQUITY,OP,0.0
HRTH,,,ZTS,,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ZTS..C130.20260320,,ZTS   260320C00130000,ZTS US 03/20/26 C130 EQUITY,OP,0.0
HRTX,KYG3774X1088,,3800,B28XTR4,HKD,N,HK,,,,,,,,,,,,,,,ST.HK.HK.3800,,,,,0.0
HRTX,CNE100000HD4,,916,B4Q2TX3,HKD,N,HK,,,,,,,,,,,,,,,ST.HK.HK.916,,,,,0.0
HRTX,KYG9829N1025,,968,BGQYNN1,HKD,N,HK,,,,,,,,,,,,,,,ST.HK.HK.968,,,,,0.0
HRTH,US00846U1016,00846U101,A,2520153,USD,N,US,,,,,,,,,,,,,,,ST.US.US.A,,,,,0.0
HRTY,US02376R1023,02376R102,AAL,BCV7KT2,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AAL,,,,,0.0
HRVG,US02376R1023,02376R102,AAL,BCV7KT2,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AAL,,,,,0.0
HR21,US0378331005,037833100,AAPL,2046251,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AAPL,,,,,0.0
HRT9,US0378331005,037833100,AAPL,2046251,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AAPL,,,,,0.0
HRQO,US0378331005,037833100,AAPL,2046251,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AAPL,,,,,0.0
HRQP,US0378331005,037833100,AAPL,2046251,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AAPL,,,,,0.0
HRCL,US0378331005,037833100,AAPL,2046251,USD,N,US,,,,,,,,,,,,,,,ST.US.US.AAPL,,,,,0.0
HRTH,US00287Y1091,00287Y109,ABBV,B92SR70,USD,N,US,,,,,,,,,,,,,,,ST.US.US.ABBV,,,,,0.0
HRCL,US00287Y1091,00287Y109,ABBV,B92SR70,USD,N,US,,,,,,,,,,,,,,,ST.US.US.ABBV,,,,,0.0
HRTY,US0090661010,009066101,ABNB,BMGYYH4,USD,N,US,,,,,,,,,,,,,,,ST.US.US.ABNB,,,,,0.0
HRVG,US0090661010,009066101,ABNB,BMGYYH4,USD,N,US,,,,,,,,,,,,,,,ST.US.US.ABNB,,,,,0.0
HRTH,US0028241000,002824100,ABT,2002305,USD,N,US,,,,,,,,,,,,,,,ST.US.US.ABT,,,,,0.0
HRTF,CA06849F1080,06849F108,ABX,BNM23Q1,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.ABX,,,,,0.0
HRTY,CA0089118776,008911877,AC,BSDHYK1,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.AC,,,,,0.0
HRVG,CA0089118776,008911877,AC,BSDHYK1,CAD,N,CA,,,,,,,,,,,,,,,ST.CA.TO.AC,,,,,0.0
HR21,IE00B4BNMY34,G1151C101,ACN,B4BNMY3,USD,N,US,,,,,,,,,,,,,,,ST.US.US.ACN,,,,,0.0
HRT9,IE00B4BNMY34,G1151C101,ACN,B4BNMY3,USD,N,US,,,,,,,,,,,,,,,ST.US.US.ACN,,,,,0.0
HRTJ,IE00B4BNMY34,G1151C101,ACN,B4BNMY3,USD,N,US,,,,,,,,,,,,,,,ST.US.US.ACN,,,,,0.0
